"001","002","003","004","005","006","007","008","009","010","011"
"789","28-04-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","16","112","NA"
"789","30-04-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","16","130","NA"
"789","02-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","16","133","NA"
"789","05-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","16","140","NA"
"789","07-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","14","151","NA"
"789","09-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","148","NA"
"789","12-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","112","NA"
"789","14-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","139","NA"
"789","16-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","134","NA"
"789","19-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","15","135","NA"
"789","21-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","141","NA"
"789","23-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","107","NA"
"789","26-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","129","NA"
"789","28-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","130","NA"
"789","30-05-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","114","NA"
"789","04-06-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","123","NA"
"789","06-06-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","133","NA"
"789","09-06-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","15","142","NA"
"789","11-06-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","163","NA"
"789","13-06-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","153","NA"
"789","16-06-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","143","NA"
"789","18-06-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","15","151","NA"
"789","20-06-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","165","NA"
"789","23-06-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","123","NA"
"789","25-06-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","106","NA"
"789","27-06-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","122","NA"
"789","30-06-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","103","NA"
"789","02-07-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","96","NA"
"789","04-07-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","91","NA"
"789","07-07-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","81","NA"
"789","09-07-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","84","NA"
"789","11-07-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","84","NA"
"789","14-07-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","76","NA"
"789","16-07-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","107","NA"
"789","21-07-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","91","NA"
"789","23-07-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","86","NA"
"789","25-07-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","91","NA"
"789","28-07-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","87","NA"
"789","30-07-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","87","NA"
"789","01-08-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","78","NA"
"789","04-08-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","73","NA"
"789","06-08-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","71","NA"
"789","08-08-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","76","NA"
"789","11-08-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","90","NA"
"789","13-08-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","80","NA"
"789","18-08-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","74","NA"
"789","22-08-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","77","NA"
"789","25-08-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","72","NA"
"789","27-08-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","80","NA"
"789","29-08-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","77","NA"
"789","01-09-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","87","NA"
"789","03-09-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","85","NA"
"789","08-09-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","81","NA"
"789","10-09-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","81","NA"
"789","12-09-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","75","NA"
"789","15-09-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","83","NA"
"789","17-09-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","83","NA"
"789","19-09-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","15","78","NA"
"789","24-09-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","78","NA"
"789","26-09-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","73","NA"
"789","29-09-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","84","NA"
"789","01-10-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","124","NA"
"789","03-10-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","151","NA"
"789","06-10-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","125","NA"
"789","08-10-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","140","NA"
"789","10-10-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","101","NA"
"789","15-10-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","102","NA"
"789","17-10-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","99","NA"
"789","20-10-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","12","111","NA"
"789","24-10-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","12","111","NA"
"789","31-10-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","12","115","NA"
"789","17-11-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","16","132","NA"
"789","19-11-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","13","113","NA"
"789","21-11-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","15","115","NA"
"789","24-11-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","13","102","NA"
"789","26-11-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","13","111","NA"
"789","28-11-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","15","107","NA"
"789","01-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","11","102","NA"
"789","03-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","11","104","NA"
"789","05-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","11","103","NA"
"789","08-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","12","101","NA"
"789","10-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","13","111","NA"
"789","12-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","13","106","NA"
"789","15-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","13","105","NA"
"789","17-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","13","112","NA"
"789","19-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","11","107","NA"
"789","22-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","12","113","NA"
"789","24-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","12","107","NA"
"789","26-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","5","13","107","NA"
"789","29-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","14","105","NA"
"789","31-12-15","Punjab","Sangrur","Gurudwara Gangsar Sahib Village Kilabharian, District Sangrur","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","13","102","NA"
"790","01-01-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","75","NA"
"790","06-01-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","85","NA"
"790","08-01-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","91","NA"
"790","13-01-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","84","NA"
"790","15-01-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","82","NA"
"790","27-01-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","82","NA"
"790","29-01-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","76","NA"
"790","10-02-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","79","NA"
"790","12-02-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","73","NA"
"790","14-02-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","76","NA"
"790","24-02-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","15","75","NA"
"790","26-02-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","15","77","NA"
"790","17-03-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","84","NA"
"790","19-03-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","76","NA"
"790","21-03-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","80","NA"
"790","04-04-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","71","NA"
"790","09-04-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","83","NA"
"790","16-04-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","111","NA"
"790","18-04-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","95","NA"
"790","21-04-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","121","NA"
"790","23-04-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","134","NA"
"790","02-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","15","109","NA"
"790","05-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","4","15","118","NA"
"790","07-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","107","NA"
"790","09-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","15","94","NA"
"790","12-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","14","92","NA"
"790","14-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","104","NA"
"790","16-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","115","NA"
"790","19-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","58","NA"
"790","21-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","63","NA"
"790","23-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","58","NA"
"790","26-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","53","NA"
"790","28-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","64","NA"
"790","30-05-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","46","NA"
"790","04-06-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","102","NA"
"790","06-06-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","15","117","NA"
"790","09-06-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","129","NA"
"790","11-06-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","123","NA"
"790","14-07-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","10","75","NA"
"790","23-07-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","82","NA"
"790","25-07-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","89","NA"
"790","28-07-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","101","NA"
"790","04-08-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","76","NA"
"790","08-08-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","78","NA"
"790","11-08-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","77","NA"
"790","13-08-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","72","NA"
"790","15-08-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","71","NA"
"790","22-08-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","63","NA"
"790","25-08-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","15","64","NA"
"790","27-08-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","65","NA"
"790","29-08-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","11","65","NA"
"790","01-09-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","71","NA"
"790","03-09-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","71","NA"
"790","05-09-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","71","NA"
"790","08-09-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","67","NA"
"790","10-09-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","86","NA"
"790","12-09-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","12","94","NA"
"790","15-09-15","Punjab","Faridkot","Gurudwara Guru ki Dhab, Jaitu Kotkapura Road, Village Guru Ki Dhab","Punjab State Pollution Control Board","Residential, Rural and other Areas","NA","13","86","NA"
