,Time,AQI
,Fri Apr 29 2016 14:05:00 GMT+0000 (UTC),354
,Wed May 04 2016 00:40:00 GMT+0000 (UTC),594
,Thu May 05 2016 03:00:00 GMT+0000 (UTC),136
,Thu May 05 2016 03:30:00 GMT+0000 (UTC),203
,Thu May 05 2016 14:45:00 GMT+0000 (UTC),187
,Fri May 06 2016 01:45:00 GMT+0000 (UTC),127
,Fri May 06 2016 12:15:00 GMT+0000 (UTC),159
,Fri May 06 2016 18:15:00 GMT+0000 (UTC),306
,Fri May 06 2016 22:45:00 GMT+0000 (UTC),130
,Sat May 07 2016 01:15:00 GMT+0000 (UTC),170
,Sat May 07 2016 02:45:00 GMT+0000 (UTC),147
,Sat May 07 2016 08:50:00 GMT+0000 (UTC),311
,Sat May 07 2016 10:45:00 GMT+0000 (UTC),319
,Sat May 07 2016 22:15:00 GMT+0000 (UTC),305
,Sun May 08 2016 01:40:00 GMT+0000 (UTC),345
,Sun May 08 2016 06:20:00 GMT+0000 (UTC),304
,Sun May 08 2016 12:20:00 GMT+0000 (UTC),223
,Sun May 08 2016 22:10:00 GMT+0000 (UTC),180
,Mon May 09 2016 01:20:00 GMT+0000 (UTC),157
,Mon May 09 2016 03:20:00 GMT+0000 (UTC),311
,Mon May 09 2016 20:20:00 GMT+0000 (UTC),257
,Wed May 11 2016 09:10:00 GMT+0000 (UTC),207
,Thu May 12 2016 13:05:00 GMT+0000 (UTC),177
,Thu May 12 2016 21:35:00 GMT+0000 (UTC),103
,Thu May 12 2016 22:35:00 GMT+0000 (UTC),126
,Fri May 13 2016 01:05:00 GMT+0000 (UTC),149
,Fri May 13 2016 18:00:00 GMT+0000 (UTC),300
,Sat May 14 2016 05:00:00 GMT+0000 (UTC),280
,Sat May 14 2016 10:00:00 GMT+0000 (UTC),311
,Sat May 14 2016 11:30:00 GMT+0000 (UTC),307
,Sat May 14 2016 14:00:00 GMT+0000 (UTC),226
,Sat May 14 2016 17:30:00 GMT+0000 (UTC),445
,Tue May 17 2016 09:30:00 GMT+0000 (UTC),301
,Tue May 17 2016 17:30:00 GMT+0000 (UTC),290
,Wed May 18 2016 06:40:00 GMT+0000 (UTC),278
,Wed Oct 19 2016 04:00:00 GMT+0000 (UTC),348
,Wed Dec 14 2016 03:50:00 GMT+0000 (UTC),314
,Mon Oct 17 2016 09:00:00 GMT+0000 (UTC),322
,Thu Oct 27 2016 04:00:00 GMT+0000 (UTC),498
,Mon Dec 26 2016 16:50:00 GMT+0000 (UTC),277
,Fri Nov 04 2016 22:00:00 GMT+0000 (UTC),500
,Tue Oct 25 2016 01:30:00 GMT+0000 (UTC),365
,Sat Oct 01 2016 09:00:00 GMT+0000 (UTC),166
,Wed Dec 14 2016 22:50:00 GMT+0000 (UTC),359
,Tue Nov 08 2016 19:30:00 GMT+0000 (UTC),360
,Wed Nov 09 2016 01:00:00 GMT+0000 (UTC),500
,Wed Nov 09 2016 00:30:00 GMT+0000 (UTC),500
,Thu Dec 22 2016 16:50:00 GMT+0000 (UTC),165
,Tue Oct 18 2016 18:30:00 GMT+0000 (UTC),170
,Wed Nov 09 2016 18:00:00 GMT+0000 (UTC),336
,Tue Nov 29 2016 22:20:00 GMT+0000 (UTC),500
,Thu Dec 08 2016 15:20:00 GMT+0000 (UTC),403
,Thu Oct 06 2016 14:00:00 GMT+0000 (UTC),164
,Mon Sep 19 2016 10:00:00 GMT+0000 (UTC),114
,Mon Sep 19 2016 15:30:00 GMT+0000 (UTC),324
,Mon Sep 19 2016 16:30:00 GMT+0000 (UTC),303
,Tue Sep 20 2016 02:30:00 GMT+0000 (UTC),315
,Wed Sep 21 2016 16:05:00 GMT+0000 (UTC),107
,Wed Sep 21 2016 16:35:00 GMT+0000 (UTC),65
,Wed Sep 21 2016 19:35:00 GMT+0000 (UTC),85
,Thu Sep 22 2016 01:35:00 GMT+0000 (UTC),101
,Thu Sep 22 2016 02:35:00 GMT+0000 (UTC),114
,Thu Sep 22 2016 06:35:00 GMT+0000 (UTC),90
,Thu Sep 22 2016 14:35:00 GMT+0000 (UTC),97
,Thu Sep 22 2016 18:25:00 GMT+0000 (UTC),70
,Fri Sep 23 2016 10:35:00 GMT+0000 (UTC),120
,Fri Sep 23 2016 18:35:00 GMT+0000 (UTC),309
,Sat Sep 24 2016 16:35:00 GMT+0000 (UTC),217
,Sat Sep 24 2016 19:35:00 GMT+0000 (UTC),220
,Sat Sep 24 2016 23:35:00 GMT+0000 (UTC),60
,Sun Sep 25 2016 11:05:00 GMT+0000 (UTC),163
,Mon Sep 26 2016 03:05:00 GMT+0000 (UTC),319
,Mon Sep 26 2016 13:05:00 GMT+0000 (UTC),233
,Mon Sep 26 2016 22:35:00 GMT+0000 (UTC),70
,Tue Sep 27 2016 09:05:00 GMT+0000 (UTC),117
,Thu Sep 29 2016 14:15:00 GMT+0000 (UTC),270
,Thu Sep 29 2016 19:15:00 GMT+0000 (UTC),203
,Fri Sep 30 2016 02:15:00 GMT+0000 (UTC),141
,Fri Sep 30 2016 18:35:00 GMT+0000 (UTC),300
,Sat Oct 01 2016 03:05:00 GMT+0000 (UTC),330
,Sat Oct 01 2016 08:55:00 GMT+0000 (UTC),137
,Sat Oct 01 2016 11:35:00 GMT+0000 (UTC),147
,Sat Oct 01 2016 16:35:00 GMT+0000 (UTC),273
,Sat Oct 01 2016 17:05:00 GMT+0000 (UTC),273
,Sun Oct 02 2016 03:05:00 GMT+0000 (UTC),207
,Sun Oct 02 2016 06:35:00 GMT+0000 (UTC),73
,Sun Oct 02 2016 09:05:00 GMT+0000 (UTC),79
,Sun Oct 02 2016 18:05:00 GMT+0000 (UTC),345
,Mon Oct 03 2016 05:45:00 GMT+0000 (UTC),140
,Mon Oct 03 2016 07:35:00 GMT+0000 (UTC),95
,Mon Oct 03 2016 22:05:00 GMT+0000 (UTC),328
,Tue Oct 04 2016 04:05:00 GMT+0000 (UTC),325
,Fri Oct 07 2016 11:55:00 GMT+0000 (UTC),263
,Sat Oct 08 2016 11:55:00 GMT+0000 (UTC),270
,Sun Oct 09 2016 01:55:00 GMT+0000 (UTC),333
,Mon Oct 10 2016 20:00:00 GMT+0000 (UTC),321
,Tue Oct 11 2016 08:05:00 GMT+0000 (UTC),274
,Tue Oct 11 2016 11:35:00 GMT+0000 (UTC),267
,Tue Oct 11 2016 21:35:00 GMT+0000 (UTC),317
,Wed Oct 12 2016 12:35:00 GMT+0000 (UTC),173
,Wed Oct 12 2016 19:35:00 GMT+0000 (UTC),308
,Wed Oct 12 2016 21:35:00 GMT+0000 (UTC),233
,Thu Oct 13 2016 03:05:00 GMT+0000 (UTC),166
,Fri Oct 14 2016 05:05:00 GMT+0000 (UTC),227
,Fri Oct 14 2016 07:35:00 GMT+0000 (UTC),177
,Sat Oct 15 2016 00:05:00 GMT+0000 (UTC),290
,Sat Oct 15 2016 07:15:00 GMT+0000 (UTC),319
,Sat Oct 15 2016 15:05:00 GMT+0000 (UTC),463
,Sun Oct 16 2016 06:05:00 GMT+0000 (UTC),308
,Sun Oct 16 2016 19:35:00 GMT+0000 (UTC),336
,Mon Oct 17 2016 08:35:00 GMT+0000 (UTC),299
,Mon Oct 17 2016 20:05:00 GMT+0000 (UTC),365
,Tue Oct 18 2016 12:35:00 GMT+0000 (UTC),308
,Thu Oct 20 2016 02:05:00 GMT+0000 (UTC),302
,Thu Oct 20 2016 20:00:00 GMT+0000 (UTC),333
,Fri Oct 21 2016 04:30:00 GMT+0000 (UTC),501
,Fri Oct 21 2016 23:30:00 GMT+0000 (UTC),138
,Sat Oct 22 2016 01:25:00 GMT+0000 (UTC),96
,Sat Oct 22 2016 09:35:00 GMT+0000 (UTC),217
,Sun Oct 23 2016 07:30:00 GMT+0000 (UTC),338
,Mon Oct 24 2016 20:25:00 GMT+0000 (UTC),363
,Mon Oct 24 2016 23:35:00 GMT+0000 (UTC),131
,Tue Oct 25 2016 01:05:00 GMT+0000 (UTC),133
,Wed Oct 26 2016 20:55:00 GMT+0000 (UTC),613
,Wed Oct 26 2016 22:35:00 GMT+0000 (UTC),558
,Thu Oct 27 2016 15:30:00 GMT+0000 (UTC),744
,Fri Oct 28 2016 13:00:00 GMT+0000 (UTC),528
,Fri Oct 28 2016 19:30:00 GMT+0000 (UTC),569
,Fri Oct 28 2016 21:00:00 GMT+0000 (UTC),598
,Fri Oct 28 2016 21:45:00 GMT+0000 (UTC),384
,Sat Oct 29 2016 14:00:00 GMT+0000 (UTC),765
,Sun Oct 30 2016 16:25:00 GMT+0000 (UTC),755
,Mon Oct 31 2016 01:20:00 GMT+0000 (UTC),976
,Mon Oct 31 2016 01:35:00 GMT+0000 (UTC),604
,Mon Oct 31 2016 07:35:00 GMT+0000 (UTC),463
,Mon Oct 31 2016 11:30:00 GMT+0000 (UTC),369
,Mon Oct 31 2016 13:35:00 GMT+0000 (UTC),733
,Mon Oct 31 2016 19:00:00 GMT+0000 (UTC),930
,Tue Nov 01 2016 21:25:00 GMT+0000 (UTC),660
,Wed Nov 02 2016 08:20:00 GMT+0000 (UTC),866
,Wed Nov 02 2016 12:25:00 GMT+0000 (UTC),624
,Wed Nov 02 2016 15:05:00 GMT+0000 (UTC),719
,Thu Nov 03 2016 10:30:00 GMT+0000 (UTC),167
,Fri Nov 04 2016 02:30:00 GMT+0000 (UTC),596
,Fri Nov 04 2016 19:45:00 GMT+0000 (UTC),976
,Sun Nov 06 2016 07:30:00 GMT+0000 (UTC),795
,Sun Nov 06 2016 13:10:00 GMT+0000 (UTC),1003
,Sun Nov 06 2016 16:00:00 GMT+0000 (UTC),1003
,Sun Nov 06 2016 17:30:00 GMT+0000 (UTC),1003
,Sun Nov 06 2016 20:05:00 GMT+0000 (UTC),1003
,Mon Nov 07 2016 06:00:00 GMT+0000 (UTC),678
,Tue Nov 08 2016 01:05:00 GMT+0000 (UTC),638
,Tue Nov 08 2016 20:05:00 GMT+0000 (UTC),629
,Fri Nov 11 2016 01:10:00 GMT+0000 (UTC),408
,Fri Nov 11 2016 05:35:00 GMT+0000 (UTC),465
,Fri Nov 11 2016 18:25:00 GMT+0000 (UTC),534
,Fri Nov 11 2016 22:05:00 GMT+0000 (UTC),406
,Sat Nov 12 2016 14:30:00 GMT+0000 (UTC),991
,Sat Nov 12 2016 23:25:00 GMT+0000 (UTC),340
,Tue Nov 15 2016 21:35:00 GMT+0000 (UTC),439
,Thu Nov 17 2016 08:50:00 GMT+0000 (UTC),494
,Thu Nov 17 2016 11:25:00 GMT+0000 (UTC),333
,Fri Nov 18 2016 19:45:00 GMT+0000 (UTC),421
,Sat Nov 19 2016 05:10:00 GMT+0000 (UTC),851
,Sun Nov 20 2016 01:15:00 GMT+0000 (UTC),312
,Mon Nov 21 2016 01:10:00 GMT+0000 (UTC),324
,Tue Nov 22 2016 17:10:00 GMT+0000 (UTC),293
,Thu Nov 24 2016 07:25:00 GMT+0000 (UTC),313
,Thu Nov 24 2016 10:25:00 GMT+0000 (UTC),247
,Thu Nov 24 2016 12:55:00 GMT+0000 (UTC),371
,Thu Nov 24 2016 15:55:00 GMT+0000 (UTC),331
,Thu Nov 24 2016 19:25:00 GMT+0000 (UTC),343
,Fri Nov 25 2016 01:55:00 GMT+0000 (UTC),290
,Sat Nov 26 2016 02:55:00 GMT+0000 (UTC),312
,Sun Nov 27 2016 04:45:00 GMT+0000 (UTC),364
,Sun Nov 27 2016 09:25:00 GMT+0000 (UTC),364
,Mon Nov 28 2016 02:25:00 GMT+0000 (UTC),329
,Tue Nov 29 2016 18:55:00 GMT+0000 (UTC),560
,Tue Nov 29 2016 20:55:00 GMT+0000 (UTC),555
,Tue Nov 29 2016 22:55:00 GMT+0000 (UTC),344
,Wed Nov 30 2016 00:25:00 GMT+0000 (UTC),336
,Thu Dec 01 2016 15:50:00 GMT+0000 (UTC),506
,Fri Dec 02 2016 15:25:00 GMT+0000 (UTC),438
,Sat Dec 03 2016 17:55:00 GMT+0000 (UTC),596
,Sat Dec 03 2016 21:55:00 GMT+0000 (UTC),370
,Sun Dec 04 2016 03:50:00 GMT+0000 (UTC),389
,Sun Dec 04 2016 11:50:00 GMT+0000 (UTC),318
,Mon Dec 05 2016 17:25:00 GMT+0000 (UTC),458
,Mon Dec 05 2016 20:25:00 GMT+0000 (UTC),348
,Mon Dec 05 2016 21:25:00 GMT+0000 (UTC),348
,Tue Dec 06 2016 00:25:00 GMT+0000 (UTC),338
,Tue Dec 06 2016 02:55:00 GMT+0000 (UTC),385
,Tue Dec 06 2016 04:55:00 GMT+0000 (UTC),583
,Tue Dec 06 2016 11:55:00 GMT+0000 (UTC),636
,Tue Dec 06 2016 21:55:00 GMT+0000 (UTC),392
,Wed Dec 07 2016 03:55:00 GMT+0000 (UTC),406
,Thu Dec 08 2016 08:25:00 GMT+0000 (UTC),410
,Thu Dec 08 2016 11:25:00 GMT+0000 (UTC),335
,Thu Dec 08 2016 18:55:00 GMT+0000 (UTC),463
,Thu Dec 08 2016 22:55:00 GMT+0000 (UTC),359
,Fri Dec 09 2016 02:25:00 GMT+0000 (UTC),393
,Fri Dec 09 2016 05:55:00 GMT+0000 (UTC),795
,Fri Dec 09 2016 08:55:00 GMT+0000 (UTC),613
,Fri Dec 09 2016 12:55:00 GMT+0000 (UTC),633
,Sat Dec 10 2016 00:55:00 GMT+0000 (UTC),336
,Sat Dec 10 2016 03:55:00 GMT+0000 (UTC),283
,Sun Dec 25 2016 08:50:00 GMT+0000 (UTC),369
,Wed Oct 12 2016 00:00:00 GMT+0000 (UTC),263
,Sat Oct 08 2016 04:30:00 GMT+0000 (UTC),280
,Fri Oct 07 2016 21:00:00 GMT+0000 (UTC),142
,Thu Sep 29 2016 20:10:00 GMT+0000 (UTC),203
,Fri Oct 14 2016 20:30:00 GMT+0000 (UTC),205
,Fri Dec 09 2016 03:50:00 GMT+0000 (UTC),358
,Fri Sep 30 2016 01:40:00 GMT+0000 (UTC),70
,Thu Nov 10 2016 01:30:00 GMT+0000 (UTC),500
,Thu Oct 06 2016 09:30:00 GMT+0000 (UTC),223
,Wed Dec 28 2016 15:50:00 GMT+0000 (UTC),306
,Sat Nov 26 2016 20:50:00 GMT+0000 (UTC),308
,Sun Oct 09 2016 05:00:00 GMT+0000 (UTC),153
,Sat Nov 12 2016 23:30:00 GMT+0000 (UTC),403
,Tue Sep 27 2016 01:30:00 GMT+0000 (UTC),103
,Sat Nov 19 2016 03:40:00 GMT+0000 (UTC),409
,Mon Nov 21 2016 09:40:00 GMT+0000 (UTC),440
,Thu Dec 08 2016 16:50:00 GMT+0000 (UTC),381
,Sat Nov 05 2016 09:00:00 GMT+0000 (UTC),500
,Sat Oct 29 2016 03:00:00 GMT+0000 (UTC),490
,Sun Nov 13 2016 18:30:00 GMT+0000 (UTC),273
,Sun Dec 25 2016 04:50:00 GMT+0000 (UTC),318
,Thu Nov 10 2016 03:30:00 GMT+0000 (UTC),500
,Tue Oct 18 2016 04:00:00 GMT+0000 (UTC),356
,Sun Nov 20 2016 20:40:00 GMT+0000 (UTC),413
,Wed Oct 12 2016 01:30:00 GMT+0000 (UTC),321
,Tue Dec 13 2016 10:20:00 GMT+0000 (UTC),421
,Fri Nov 11 2016 02:00:00 GMT+0000 (UTC),491
,Wed Dec 14 2016 00:50:00 GMT+0000 (UTC),358
,Thu Oct 27 2016 07:30:00 GMT+0000 (UTC),486
,Wed Dec 14 2016 14:50:00 GMT+0000 (UTC),257
,Mon Nov 07 2016 21:00:00 GMT+0000 (UTC),500
,Thu Oct 06 2016 10:00:00 GMT+0000 (UTC),153
,Sat Nov 12 2016 17:30:00 GMT+0000 (UTC),364
,Fri Nov 11 2016 00:30:00 GMT+0000 (UTC),500
,Fri Nov 04 2016 00:00:00 GMT+0000 (UTC),500
,Tue Dec 20 2016 08:50:00 GMT+0000 (UTC),358
,Tue Dec 13 2016 00:20:00 GMT+0000 (UTC),481
,Mon Dec 12 2016 11:50:00 GMT+0000 (UTC),488
,Tue Dec 13 2016 04:50:00 GMT+0000 (UTC),301
,Sat Nov 05 2016 12:30:00 GMT+0000 (UTC),500
,Fri Dec 23 2016 14:50:00 GMT+0000 (UTC),574
,Sun Oct 30 2016 08:30:00 GMT+0000 (UTC),500
,Sun Oct 02 2016 02:00:00 GMT+0000 (UTC),160
,Sun Oct 02 2016 23:30:00 GMT+0000 (UTC),273
,Sat Dec 10 2016 11:20:00 GMT+0000 (UTC),378
,Mon Oct 03 2016 03:00:00 GMT+0000 (UTC),308
,Mon Nov 21 2016 11:10:00 GMT+0000 (UTC),389
,Thu Oct 06 2016 05:00:00 GMT+0000 (UTC),131
,Tue Nov 15 2016 20:00:00 GMT+0000 (UTC),446
,Sat Dec 17 2016 17:50:00 GMT+0000 (UTC),133
,Sat Nov 19 2016 08:40:00 GMT+0000 (UTC),368
,Sat Dec 24 2016 17:50:00 GMT+0000 (UTC),410
,Sun Oct 30 2016 12:00:00 GMT+0000 (UTC),328
,Sun Oct 30 2016 11:00:00 GMT+0000 (UTC),368
,Mon Dec 12 2016 19:20:00 GMT+0000 (UTC),251
,Sun Nov 27 2016 10:20:00 GMT+0000 (UTC),379
,Sun Oct 30 2016 01:30:00 GMT+0000 (UTC),500
,Sun Nov 13 2016 01:00:00 GMT+0000 (UTC),353
,Sat Oct 15 2016 07:30:00 GMT+0000 (UTC),327
,Sun Oct 23 2016 00:00:00 GMT+0000 (UTC),363
,Sat Nov 26 2016 17:50:00 GMT+0000 (UTC),165
,Sun Nov 13 2016 00:30:00 GMT+0000 (UTC),381
,Mon Oct 24 2016 19:00:00 GMT+0000 (UTC),171
,Tue Dec 13 2016 13:50:00 GMT+0000 (UTC),280
,Sun Oct 16 2016 20:00:00 GMT+0000 (UTC),176
,Thu Dec 15 2016 16:20:00 GMT+0000 (UTC),141
,Fri Oct 14 2016 21:00:00 GMT+0000 (UTC),180
,Mon Nov 07 2016 17:00:00 GMT+0000 (UTC),233
,Wed Dec 28 2016 20:50:00 GMT+0000 (UTC),584
,Sun Dec 18 2016 12:50:00 GMT+0000 (UTC),379
,Thu Nov 24 2016 19:50:00 GMT+0000 (UTC),342
,Wed Nov 09 2016 01:30:00 GMT+0000 (UTC),500
,Mon Oct 24 2016 12:55:00 GMT+0000 (UTC),207
,Mon Nov 28 2016 06:20:00 GMT+0000 (UTC),133
,Fri Dec 23 2016 20:50:00 GMT+0000 (UTC),818
,Tue Oct 04 2016 15:00:00 GMT+0000 (UTC),328
,Tue Oct 04 2016 14:30:00 GMT+0000 (UTC),293
,Sat Nov 26 2016 04:50:00 GMT+0000 (UTC),180
,Sun Nov 20 2016 17:35:00 GMT+0000 (UTC),306
,Sat Nov 26 2016 21:20:00 GMT+0000 (UTC),247
,Mon Nov 21 2016 00:10:00 GMT+0000 (UTC),423
,Sat Dec 17 2016 20:50:00 GMT+0000 (UTC),375
,Mon Dec 05 2016 18:20:00 GMT+0000 (UTC),243
,Mon Nov 28 2016 15:50:00 GMT+0000 (UTC),196
,Mon Oct 03 2016 12:00:00 GMT+0000 (UTC),88
,Thu Dec 29 2016 14:20:00 GMT+0000 (UTC),385
,Sat Oct 15 2016 10:00:00 GMT+0000 (UTC),320
,Thu Dec 08 2016 18:50:00 GMT+0000 (UTC),318
,Mon Dec 26 2016 23:50:00 GMT+0000 (UTC),402
,Thu Oct 27 2016 21:30:00 GMT+0000 (UTC),419
,Mon Oct 10 2016 06:40:00 GMT+0000 (UTC),88
,Sat Nov 19 2016 19:10:00 GMT+0000 (UTC),500
,Sat Nov 19 2016 18:20:00 GMT+0000 (UTC),327
,Tue Nov 22 2016 17:40:00 GMT+0000 (UTC),178
,Fri Dec 16 2016 00:50:00 GMT+0000 (UTC),500
,Wed Nov 23 2016 13:40:00 GMT+0000 (UTC),344
,Sat Nov 12 2016 17:00:00 GMT+0000 (UTC),364
,Tue Oct 04 2016 04:00:00 GMT+0000 (UTC),325
,Thu Oct 06 2016 13:30:00 GMT+0000 (UTC),149
,Thu Oct 06 2016 13:00:00 GMT+0000 (UTC),149
,Mon Nov 21 2016 14:35:00 GMT+0000 (UTC),323
,Thu Oct 20 2016 14:00:00 GMT+0000 (UTC),152
,Sat Nov 05 2016 03:30:00 GMT+0000 (UTC),500
,Thu Oct 13 2016 05:00:00 GMT+0000 (UTC),103
,Wed Oct 19 2016 11:10:00 GMT+0000 (UTC),210
,Sun Dec 25 2016 14:20:00 GMT+0000 (UTC),451
,Mon Oct 24 2016 02:00:00 GMT+0000 (UTC),385
,Wed Oct 19 2016 06:00:00 GMT+0000 (UTC),200
,Tue Nov 01 2016 15:00:00 GMT+0000 (UTC),398
,Fri Oct 07 2016 12:00:00 GMT+0000 (UTC),170
,Sat Nov 19 2016 18:40:00 GMT+0000 (UTC),327
,Tue Nov 08 2016 21:00:00 GMT+0000 (UTC),500
,Fri Nov 04 2016 09:00:00 GMT+0000 (UTC),123
,Thu Aug 04 2016 15:10:00 GMT+0000 (UTC),101
,Fri Aug 05 2016 01:00:00 GMT+0000 (UTC),109
,Fri Aug 05 2016 23:10:00 GMT+0000 (UTC),62
,Sat Aug 06 2016 15:10:00 GMT+0000 (UTC),95
,Sat Aug 06 2016 17:00:00 GMT+0000 (UTC),154
,Sun Aug 07 2016 15:10:00 GMT+0000 (UTC),72
,Sun Aug 07 2016 22:30:00 GMT+0000 (UTC),62
,Mon Aug 08 2016 01:10:00 GMT+0000 (UTC),74
,Mon Aug 08 2016 03:40:00 GMT+0000 (UTC),62
,Tue Aug 09 2016 10:30:00 GMT+0000 (UTC),87
,Wed Aug 10 2016 08:15:00 GMT+0000 (UTC),96
,Wed Aug 10 2016 20:15:00 GMT+0000 (UTC),88
,Wed Aug 10 2016 21:30:00 GMT+0000 (UTC),48
,Thu Aug 11 2016 13:15:00 GMT+0000 (UTC),78
,Fri Aug 12 2016 12:15:00 GMT+0000 (UTC),92
,Sun Aug 14 2016 02:15:00 GMT+0000 (UTC),134
,Sun Aug 14 2016 14:45:00 GMT+0000 (UTC),106
,Mon Aug 15 2016 14:15:00 GMT+0000 (UTC),109
,Mon Aug 15 2016 14:35:00 GMT+0000 (UTC),111
,Mon Aug 15 2016 17:15:00 GMT+0000 (UTC),117
,Mon Aug 15 2016 22:45:00 GMT+0000 (UTC),63
,Wed Aug 17 2016 13:30:00 GMT+0000 (UTC),170
,Thu Aug 18 2016 02:35:00 GMT+0000 (UTC),153
,Thu Aug 18 2016 03:30:00 GMT+0000 (UTC),131
,Thu Aug 18 2016 15:05:00 GMT+0000 (UTC),95
,Fri Aug 19 2016 07:30:00 GMT+0000 (UTC),81
,Fri Aug 19 2016 10:35:00 GMT+0000 (UTC),185
,Sat Aug 20 2016 12:35:00 GMT+0000 (UTC),127
,Sat Aug 20 2016 18:35:00 GMT+0000 (UTC),89
,Sun Aug 21 2016 05:35:00 GMT+0000 (UTC),63
,Sun Aug 21 2016 15:35:00 GMT+0000 (UTC),57
,Mon Aug 22 2016 09:35:00 GMT+0000 (UTC),77
,Mon Aug 22 2016 12:05:00 GMT+0000 (UTC),52
,Mon Aug 22 2016 19:35:00 GMT+0000 (UTC),73
,Mon Aug 22 2016 22:35:00 GMT+0000 (UTC),62
,Tue Aug 23 2016 06:35:00 GMT+0000 (UTC),105
,Wed Aug 24 2016 05:35:00 GMT+0000 (UTC),117
,Tue Aug 30 2016 01:25:00 GMT+0000 (UTC),101
,Tue Aug 30 2016 03:30:00 GMT+0000 (UTC),87
,Tue Aug 30 2016 22:05:00 GMT+0000 (UTC),37
,Wed Aug 31 2016 07:35:00 GMT+0000 (UTC),77
,Wed Aug 31 2016 09:05:00 GMT+0000 (UTC),77
,Wed Aug 31 2016 22:35:00 GMT+0000 (UTC),77
,Thu Sep 01 2016 14:05:00 GMT+0000 (UTC),111
,Thu Sep 01 2016 16:35:00 GMT+0000 (UTC),70
,Fri Sep 02 2016 16:05:00 GMT+0000 (UTC),129
,Fri Sep 02 2016 17:35:00 GMT+0000 (UTC),237
,Fri Sep 02 2016 20:05:00 GMT+0000 (UTC),133
,Fri Sep 02 2016 20:35:00 GMT+0000 (UTC),210
,Sat Sep 03 2016 05:05:00 GMT+0000 (UTC),107
,Sat Sep 03 2016 06:35:00 GMT+0000 (UTC),109
,Sat Sep 03 2016 16:05:00 GMT+0000 (UTC),127
,Sat Sep 03 2016 20:05:00 GMT+0000 (UTC),167
,Sat Sep 03 2016 20:35:00 GMT+0000 (UTC),187
,Sun Sep 04 2016 08:05:00 GMT+0000 (UTC),90
,Sun Sep 04 2016 14:05:00 GMT+0000 (UTC),123
,Sun Sep 04 2016 20:35:00 GMT+0000 (UTC),150
,Sun Sep 04 2016 21:35:00 GMT+0000 (UTC),69
,Mon Sep 05 2016 08:05:00 GMT+0000 (UTC),102
,Mon Sep 05 2016 10:35:00 GMT+0000 (UTC),133
,Mon Sep 05 2016 11:35:00 GMT+0000 (UTC),79
,Mon Sep 05 2016 15:35:00 GMT+0000 (UTC),129
,Mon Sep 05 2016 18:30:00 GMT+0000 (UTC),107
,Tue Sep 06 2016 00:35:00 GMT+0000 (UTC),67
,Tue Sep 06 2016 03:05:00 GMT+0000 (UTC),119
,Tue Sep 06 2016 10:35:00 GMT+0000 (UTC),138
,Tue Sep 06 2016 18:35:00 GMT+0000 (UTC),157
,Wed Sep 07 2016 04:05:00 GMT+0000 (UTC),125
,Wed Sep 07 2016 08:35:00 GMT+0000 (UTC),130
,Wed Sep 07 2016 14:05:00 GMT+0000 (UTC),160
,Wed Sep 07 2016 15:35:00 GMT+0000 (UTC),185
,Thu Sep 08 2016 08:05:00 GMT+0000 (UTC),145
,Thu Sep 08 2016 08:35:00 GMT+0000 (UTC),197
,Fri Sep 09 2016 20:05:00 GMT+0000 (UTC),133
,Fri Sep 09 2016 21:05:00 GMT+0000 (UTC),217
,Sat Sep 10 2016 02:35:00 GMT+0000 (UTC),111
,Sat Sep 10 2016 04:35:00 GMT+0000 (UTC),139
,Sat Sep 10 2016 23:05:00 GMT+0000 (UTC),55
,Sun Sep 11 2016 00:05:00 GMT+0000 (UTC),60
,Sun Sep 11 2016 20:05:00 GMT+0000 (UTC),153
,Mon Sep 12 2016 10:05:00 GMT+0000 (UTC),114
,Mon Sep 12 2016 13:35:00 GMT+0000 (UTC),121
,Mon Sep 12 2016 16:05:00 GMT+0000 (UTC),122
,Mon Sep 12 2016 22:35:00 GMT+0000 (UTC),108
,Tue Sep 13 2016 04:05:00 GMT+0000 (UTC),120
,Tue Sep 13 2016 06:05:00 GMT+0000 (UTC),143
,Tue Sep 13 2016 13:30:00 GMT+0000 (UTC),133
,Wed Sep 14 2016 00:30:00 GMT+0000 (UTC),40
,Wed Sep 14 2016 14:30:00 GMT+0000 (UTC),153
,Wed Sep 14 2016 16:30:00 GMT+0000 (UTC),304
,Wed Sep 14 2016 22:05:00 GMT+0000 (UTC),133
,Thu Sep 15 2016 10:00:00 GMT+0000 (UTC),150
,Thu Sep 15 2016 16:30:00 GMT+0000 (UTC),217
,Thu Sep 15 2016 19:30:00 GMT+0000 (UTC),113
,Thu Sep 15 2016 22:30:00 GMT+0000 (UTC),98
,Fri Sep 16 2016 06:30:00 GMT+0000 (UTC),101
,Fri Sep 16 2016 16:30:00 GMT+0000 (UTC),137
,Sat Sep 17 2016 11:00:00 GMT+0000 (UTC),143
,Sat Sep 17 2016 15:30:00 GMT+0000 (UTC),237
,Sat Sep 17 2016 17:30:00 GMT+0000 (UTC),331
,Sun Sep 18 2016 02:30:00 GMT+0000 (UTC),317
,Sun Sep 18 2016 14:30:00 GMT+0000 (UTC),183
,Mon Sep 19 2016 03:00:00 GMT+0000 (UTC),293
,Mon Sep 19 2016 05:30:00 GMT+0000 (UTC),137
,Mon Sep 19 2016 21:30:00 GMT+0000 (UTC),200
