,Time,AQI
,Fri Dec 30 2016 09:20:00 GMT+0000 (UTC),362
,Fri Dec 30 2016 08:50:00 GMT+0000 (UTC),357
,Thu Nov 03 2016 22:00:00 GMT+0000 (UTC),500
,Tue Nov 15 2016 21:00:00 GMT+0000 (UTC),500
,Mon Jan 04 2016 23:40:00 GMT+0000 (UTC),479
,Tue Jan 05 2016 06:05:00 GMT+0000 (UTC),590
,Tue Jan 05 2016 12:20:00 GMT+0000 (UTC),358
,Tue Jan 05 2016 20:05:00 GMT+0000 (UTC),725
,Tue Jan 05 2016 22:40:00 GMT+0000 (UTC),550
,Tue Jan 05 2016 23:25:00 GMT+0000 (UTC),553
,Tue Jan 05 2016 23:45:00 GMT+0000 (UTC),553
,Wed Jan 06 2016 00:25:00 GMT+0000 (UTC),550
,Wed Jan 06 2016 01:05:00 GMT+0000 (UTC),550
,Wed Jan 06 2016 01:25:00 GMT+0000 (UTC),916
,Wed Jan 06 2016 10:40:00 GMT+0000 (UTC),328
,Wed Jan 06 2016 13:25:00 GMT+0000 (UTC),475
,Wed Jan 06 2016 14:25:00 GMT+0000 (UTC),819
,Wed Jan 06 2016 19:45:00 GMT+0000 (UTC),536
,Tue Jan 12 2016 16:00:00 GMT+0000 (UTC),446
,Tue Jan 12 2016 17:20:00 GMT+0000 (UTC),583
,Wed Jan 13 2016 04:25:00 GMT+0000 (UTC),383
,Wed Jan 13 2016 06:00:00 GMT+0000 (UTC),366
,Wed Jan 13 2016 09:35:00 GMT+0000 (UTC),362
,Wed Jan 13 2016 10:30:00 GMT+0000 (UTC),514
,Wed Jan 13 2016 14:30:00 GMT+0000 (UTC),634
,Thu Jan 14 2016 04:10:00 GMT+0000 (UTC),357
,Thu Jan 14 2016 05:20:00 GMT+0000 (UTC),377
,Thu Jan 14 2016 10:50:00 GMT+0000 (UTC),376
,Thu Jan 14 2016 11:10:00 GMT+0000 (UTC),376
,Thu Jan 14 2016 11:30:00 GMT+0000 (UTC),372
,Thu Jan 14 2016 13:30:00 GMT+0000 (UTC),373
,Thu Jan 14 2016 14:40:00 GMT+0000 (UTC),382
,Thu Jan 14 2016 16:30:00 GMT+0000 (UTC),401
,Thu Jan 14 2016 20:50:00 GMT+0000 (UTC),377
,Sat Jan 16 2016 15:10:00 GMT+0000 (UTC),345
,Sat Jan 16 2016 15:25:00 GMT+0000 (UTC),345
,Sun Jan 24 2016 14:55:00 GMT+0000 (UTC),419
,Fri Feb 05 2016 16:20:00 GMT+0000 (UTC),588
,Fri Feb 05 2016 19:35:00 GMT+0000 (UTC),588
,Sat Feb 06 2016 08:00:00 GMT+0000 (UTC),303
,Sat Feb 06 2016 08:20:00 GMT+0000 (UTC),302
,Sat Feb 06 2016 20:40:00 GMT+0000 (UTC),362
,Sat Feb 06 2016 22:15:00 GMT+0000 (UTC),356
,Sun Feb 07 2016 04:35:00 GMT+0000 (UTC),367
,Sun Feb 07 2016 10:40:00 GMT+0000 (UTC),312
,Sun Feb 07 2016 14:55:00 GMT+0000 (UTC),313
,Sun Feb 07 2016 18:20:00 GMT+0000 (UTC),263
,Sun Feb 07 2016 21:55:00 GMT+0000 (UTC),253
,Mon Feb 08 2016 04:40:00 GMT+0000 (UTC),362
,Mon Feb 08 2016 07:20:00 GMT+0000 (UTC),166
,Mon Feb 08 2016 10:20:00 GMT+0000 (UTC),190
,Mon Feb 08 2016 15:00:00 GMT+0000 (UTC),240
,Mon Feb 08 2016 20:20:00 GMT+0000 (UTC),421
,Mon Feb 08 2016 23:00:00 GMT+0000 (UTC),347
,Tue Feb 09 2016 03:40:00 GMT+0000 (UTC),390
,Tue Feb 09 2016 05:00:00 GMT+0000 (UTC),358
,Tue Feb 09 2016 07:20:00 GMT+0000 (UTC),207
,Tue Feb 09 2016 10:20:00 GMT+0000 (UTC),277
,Wed Feb 10 2016 02:00:00 GMT+0000 (UTC),459
,Wed Feb 10 2016 05:20:00 GMT+0000 (UTC),610
,Wed Feb 10 2016 10:40:00 GMT+0000 (UTC),328
,Wed Feb 10 2016 11:40:00 GMT+0000 (UTC),297
,Wed Feb 10 2016 18:00:00 GMT+0000 (UTC),526
,Wed Feb 10 2016 21:40:00 GMT+0000 (UTC),367
,Thu Feb 11 2016 14:40:00 GMT+0000 (UTC),671
,Fri Feb 12 2016 01:20:00 GMT+0000 (UTC),228
,Fri Feb 12 2016 04:00:00 GMT+0000 (UTC),671
,Fri Feb 12 2016 06:00:00 GMT+0000 (UTC),438
,Fri Feb 12 2016 15:00:00 GMT+0000 (UTC),410
,Sat Feb 13 2016 00:20:00 GMT+0000 (UTC),305
,Sat Feb 13 2016 03:00:00 GMT+0000 (UTC),304
,Sat Feb 13 2016 15:20:00 GMT+0000 (UTC),138
,Sat Feb 13 2016 16:20:00 GMT+0000 (UTC),135
,Sun Feb 14 2016 00:40:00 GMT+0000 (UTC),217
,Sun Feb 14 2016 04:00:00 GMT+0000 (UTC),305
,Sun Feb 14 2016 09:20:00 GMT+0000 (UTC),258
,Sun Feb 14 2016 10:20:00 GMT+0000 (UTC),301
,Sun Feb 14 2016 14:25:00 GMT+0000 (UTC),193
,Sun Feb 14 2016 19:40:00 GMT+0000 (UTC),351
,Mon Feb 15 2016 00:40:00 GMT+0000 (UTC),168
,Mon Feb 15 2016 07:25:00 GMT+0000 (UTC),215
,Mon Feb 15 2016 13:25:00 GMT+0000 (UTC),277
,Mon Feb 15 2016 15:00:00 GMT+0000 (UTC),300
,Mon Feb 15 2016 19:40:00 GMT+0000 (UTC),341
,Mon Feb 15 2016 22:25:00 GMT+0000 (UTC),313
,Tue Feb 16 2016 00:40:00 GMT+0000 (UTC),305
,Tue Feb 16 2016 03:00:00 GMT+0000 (UTC),344
,Tue Feb 16 2016 12:20:00 GMT+0000 (UTC),179
,Tue Feb 16 2016 13:40:00 GMT+0000 (UTC),196
,Tue Feb 16 2016 17:20:00 GMT+0000 (UTC),322
,Tue Feb 16 2016 20:00:00 GMT+0000 (UTC),314
,Tue Feb 16 2016 22:20:00 GMT+0000 (UTC),230
,Thu Feb 18 2016 15:40:00 GMT+0000 (UTC),383
,Thu Feb 18 2016 16:25:00 GMT+0000 (UTC),365
,Thu Feb 18 2016 23:20:00 GMT+0000 (UTC),308
,Fri Feb 19 2016 08:00:00 GMT+0000 (UTC),213
,Fri Feb 19 2016 16:40:00 GMT+0000 (UTC),376
,Fri Feb 19 2016 19:05:00 GMT+0000 (UTC),449
,Fri Feb 19 2016 20:25:00 GMT+0000 (UTC),356
,Sat Feb 20 2016 01:20:00 GMT+0000 (UTC),338
,Sat Feb 20 2016 01:45:00 GMT+0000 (UTC),306
,Sat Feb 20 2016 02:40:00 GMT+0000 (UTC),335
,Sat Feb 20 2016 03:40:00 GMT+0000 (UTC),332
,Sat Feb 20 2016 09:25:00 GMT+0000 (UTC),144
,Sat Feb 20 2016 10:00:00 GMT+0000 (UTC),144
,Sat Feb 20 2016 11:25:00 GMT+0000 (UTC),265
,Sat Feb 20 2016 12:40:00 GMT+0000 (UTC),163
,Sat Feb 20 2016 14:40:00 GMT+0000 (UTC),137
,Sat Feb 20 2016 23:45:00 GMT+0000 (UTC),120
,Sun Feb 21 2016 01:25:00 GMT+0000 (UTC),95
,Sun Feb 21 2016 03:20:00 GMT+0000 (UTC),103
,Sun Feb 21 2016 06:00:00 GMT+0000 (UTC),111
,Sun Feb 21 2016 10:00:00 GMT+0000 (UTC),191
,Sun Feb 21 2016 12:20:00 GMT+0000 (UTC),185
,Sun Feb 21 2016 16:35:00 GMT+0000 (UTC),123
,Sun Feb 21 2016 16:55:00 GMT+0000 (UTC),123
,Sun Feb 21 2016 17:40:00 GMT+0000 (UTC),105
,Sun Feb 21 2016 17:55:00 GMT+0000 (UTC),105
,Sun Feb 21 2016 19:15:00 GMT+0000 (UTC),96
,Mon Feb 22 2016 02:25:00 GMT+0000 (UTC),177
,Mon Feb 22 2016 03:55:00 GMT+0000 (UTC),311
,Mon Feb 22 2016 09:40:00 GMT+0000 (UTC),279
,Mon Feb 22 2016 11:15:00 GMT+0000 (UTC),187
,Tue Feb 23 2016 05:30:00 GMT+0000 (UTC),295
,Tue Feb 23 2016 13:20:00 GMT+0000 (UTC),163
,Wed Feb 24 2016 07:20:00 GMT+0000 (UTC),376
,Wed Feb 24 2016 13:15:00 GMT+0000 (UTC),279
,Wed Feb 24 2016 18:55:00 GMT+0000 (UTC),491
,Wed Feb 24 2016 22:40:00 GMT+0000 (UTC),313
,Wed Feb 24 2016 23:40:00 GMT+0000 (UTC),313
,Thu Feb 25 2016 05:15:00 GMT+0000 (UTC),310
,Fri Feb 26 2016 05:20:00 GMT+0000 (UTC),313
,Fri Feb 26 2016 07:40:00 GMT+0000 (UTC),302
,Fri Feb 26 2016 08:55:00 GMT+0000 (UTC),301
,Fri Feb 26 2016 15:55:00 GMT+0000 (UTC),694
,Fri Feb 26 2016 19:35:00 GMT+0000 (UTC),425
,Fri Feb 26 2016 19:55:00 GMT+0000 (UTC),425
,Sat Feb 27 2016 01:35:00 GMT+0000 (UTC),325
,Sat Feb 27 2016 17:00:00 GMT+0000 (UTC),370
,Sun Feb 28 2016 03:20:00 GMT+0000 (UTC),370
,Sun Feb 28 2016 12:20:00 GMT+0000 (UTC),237
,Sun Feb 28 2016 19:05:00 GMT+0000 (UTC),365
,Sun Feb 28 2016 23:00:00 GMT+0000 (UTC),365
,Mon Feb 29 2016 05:00:00 GMT+0000 (UTC),365
,Tue Mar 01 2016 03:40:00 GMT+0000 (UTC),408
,Tue Mar 01 2016 04:25:00 GMT+0000 (UTC),363
,Tue Mar 01 2016 05:40:00 GMT+0000 (UTC),314
,Tue Mar 01 2016 10:00:00 GMT+0000 (UTC),328
,Tue Mar 01 2016 10:40:00 GMT+0000 (UTC),323
,Wed Mar 02 2016 07:40:00 GMT+0000 (UTC),314
,Wed Dec 07 2016 08:50:00 GMT+0000 (UTC),500
,Sat Dec 17 2016 23:50:00 GMT+0000 (UTC),483
,Wed Oct 19 2016 01:00:00 GMT+0000 (UTC),348
,Mon Oct 24 2016 23:00:00 GMT+0000 (UTC),306
,Mon Dec 05 2016 11:20:00 GMT+0000 (UTC),346
,Sat Nov 05 2016 11:30:00 GMT+0000 (UTC),500
,Sat Dec 24 2016 05:50:00 GMT+0000 (UTC),886
,Sat Dec 17 2016 16:20:00 GMT+0000 (UTC),306
,Wed Nov 09 2016 09:30:00 GMT+0000 (UTC),500
,Wed Nov 09 2016 09:00:00 GMT+0000 (UTC),500
,Wed Oct 12 2016 20:00:00 GMT+0000 (UTC),200
,Mon Oct 03 2016 03:30:00 GMT+0000 (UTC),308
,Fri Oct 14 2016 05:00:00 GMT+0000 (UTC),134
,Sun Dec 25 2016 16:50:00 GMT+0000 (UTC),475
,Sat Dec 17 2016 16:50:00 GMT+0000 (UTC),306
,Tue Oct 25 2016 13:30:00 GMT+0000 (UTC),90
,Sat Dec 17 2016 01:20:00 GMT+0000 (UTC),387
,Sat Dec 17 2016 00:50:00 GMT+0000 (UTC),389
,Sat Oct 01 2016 20:00:00 GMT+0000 (UTC),223
,Mon Oct 31 2016 18:30:00 GMT+0000 (UTC),347
,Thu Nov 10 2016 10:30:00 GMT+0000 (UTC),450
,Fri Nov 11 2016 21:30:00 GMT+0000 (UTC),435
,Sun Nov 27 2016 06:20:00 GMT+0000 (UTC),267
,Wed Nov 09 2016 23:30:00 GMT+0000 (UTC),500
,Mon Oct 03 2016 10:30:00 GMT+0000 (UTC),129
,Wed May 18 2016 04:55:00 GMT+0000 (UTC),312
,Sun Oct 23 2016 23:00:00 GMT+0000 (UTC),348
,Sat Dec 10 2016 02:50:00 GMT+0000 (UTC),378
,Mon Dec 05 2016 12:20:00 GMT+0000 (UTC),345
,Thu Nov 10 2016 17:00:00 GMT+0000 (UTC),448
,Sun Dec 11 2016 09:20:00 GMT+0000 (UTC),332
,Sat Oct 01 2016 16:00:00 GMT+0000 (UTC),210
,Tue Nov 15 2016 18:00:00 GMT+0000 (UTC),297
,Tue Nov 01 2016 09:00:00 GMT+0000 (UTC),500
,Wed Nov 16 2016 06:30:00 GMT+0000 (UTC),491
,Sun Nov 13 2016 20:00:00 GMT+0000 (UTC),500
,Wed Nov 16 2016 09:00:00 GMT+0000 (UTC),500
,Mon Nov 28 2016 15:20:00 GMT+0000 (UTC),148
,Mon Oct 24 2016 22:30:00 GMT+0000 (UTC),277
,Mon Nov 07 2016 20:30:00 GMT+0000 (UTC),395
,Tue Oct 25 2016 14:30:00 GMT+0000 (UTC),115
,Wed Nov 16 2016 11:30:00 GMT+0000 (UTC),453
,Sat Oct 01 2016 19:30:00 GMT+0000 (UTC),249
,Fri Dec 23 2016 20:20:00 GMT+0000 (UTC),818
,Fri Nov 11 2016 13:30:00 GMT+0000 (UTC),500
,Fri Dec 09 2016 11:50:00 GMT+0000 (UTC),500
,Thu Nov 10 2016 23:30:00 GMT+0000 (UTC),500
,Mon Oct 31 2016 22:00:00 GMT+0000 (UTC),500
,Sun Nov 06 2016 09:00:00 GMT+0000 (UTC),500
,Sun Nov 27 2016 20:50:00 GMT+0000 (UTC),260
,Sat Nov 26 2016 03:50:00 GMT+0000 (UTC),270
,Thu Nov 03 2016 19:30:00 GMT+0000 (UTC),500
,Sun Nov 27 2016 15:20:00 GMT+0000 (UTC),237
,Wed Dec 14 2016 10:00:00 GMT+0000 (UTC),330
,Fri Nov 04 2016 12:00:00 GMT+0000 (UTC),500
,Fri Nov 04 2016 11:30:00 GMT+0000 (UTC),500
,Sat Nov 12 2016 07:00:00 GMT+0000 (UTC),398
,Fri Oct 28 2016 07:00:00 GMT+0000 (UTC),500
,Wed Nov 02 2016 14:00:00 GMT+0000 (UTC),500
,Mon Nov 14 2016 01:00:00 GMT+0000 (UTC),418
,Thu Dec 22 2016 20:50:00 GMT+0000 (UTC),354
,Mon Oct 24 2016 03:00:00 GMT+0000 (UTC),382
,Tue Nov 08 2016 05:30:00 GMT+0000 (UTC),500
,Tue Dec 13 2016 17:50:00 GMT+0000 (UTC),164
,Thu May 19 2016 14:30:00 GMT+0000 (UTC),481
,Thu May 19 2016 21:00:00 GMT+0000 (UTC),240
,Thu May 19 2016 23:30:00 GMT+0000 (UTC),100
,Fri May 20 2016 04:35:00 GMT+0000 (UTC),245
,Fri May 20 2016 13:35:00 GMT+0000 (UTC),200
,Fri May 20 2016 15:35:00 GMT+0000 (UTC),423
,Fri May 20 2016 19:00:00 GMT+0000 (UTC),273
,Fri May 20 2016 21:30:00 GMT+0000 (UTC),171
,Sat May 21 2016 03:00:00 GMT+0000 (UTC),454
,Sat May 21 2016 04:30:00 GMT+0000 (UTC),430
,Sat May 21 2016 06:00:00 GMT+0000 (UTC),330
,Sat May 21 2016 07:55:00 GMT+0000 (UTC),280
,Sat May 21 2016 08:30:00 GMT+0000 (UTC),310
,Sat May 21 2016 14:30:00 GMT+0000 (UTC),227
,Sat May 21 2016 15:30:00 GMT+0000 (UTC),157
,Sun May 22 2016 03:30:00 GMT+0000 (UTC),160
,Sun May 22 2016 04:00:00 GMT+0000 (UTC),160
,Fri Mar 18 2016 19:50:00 GMT+0000 (UTC),474
,Fri Mar 18 2016 20:35:00 GMT+0000 (UTC),354
,Fri Mar 18 2016 22:15:00 GMT+0000 (UTC),324
,Sat Mar 19 2016 00:50:00 GMT+0000 (UTC),316
,Sat Mar 19 2016 05:15:00 GMT+0000 (UTC),181
,Sat Mar 19 2016 06:50:00 GMT+0000 (UTC),308
,Sat Mar 19 2016 15:10:00 GMT+0000 (UTC),163
,Sat Mar 19 2016 17:30:00 GMT+0000 (UTC),322
,Sat Mar 19 2016 20:10:00 GMT+0000 (UTC),338
,Sat Mar 19 2016 21:10:00 GMT+0000 (UTC),335
,Sun Mar 20 2016 00:55:00 GMT+0000 (UTC),302
,Sun Mar 20 2016 05:30:00 GMT+0000 (UTC),197
,Sun Mar 20 2016 08:35:00 GMT+0000 (UTC),315
,Sun Mar 20 2016 10:10:00 GMT+0000 (UTC),312
,Sun Mar 20 2016 10:50:00 GMT+0000 (UTC),243
,Sun Mar 20 2016 13:30:00 GMT+0000 (UTC),153
,Sun Mar 20 2016 13:35:00 GMT+0000 (UTC),153
,Sun Mar 20 2016 18:15:00 GMT+0000 (UTC),203
,Sun Mar 20 2016 19:10:00 GMT+0000 (UTC),203
,Sun Mar 20 2016 21:35:00 GMT+0000 (UTC),81
,Sun Mar 20 2016 22:55:00 GMT+0000 (UTC),77
,Mon Mar 21 2016 02:55:00 GMT+0000 (UTC),162
,Mon Mar 21 2016 10:10:00 GMT+0000 (UTC),174
,Mon Mar 21 2016 16:10:00 GMT+0000 (UTC),114
,Tue Mar 22 2016 01:55:00 GMT+0000 (UTC),92
,Tue Mar 22 2016 09:55:00 GMT+0000 (UTC),207
,Tue Mar 22 2016 19:25:00 GMT+0000 (UTC),127
,Tue Mar 22 2016 22:55:00 GMT+0000 (UTC),90
,Wed Mar 23 2016 00:55:00 GMT+0000 (UTC),283
,Wed Mar 23 2016 06:55:00 GMT+0000 (UTC),300
,Wed Mar 23 2016 07:55:00 GMT+0000 (UTC),219
,Wed Mar 23 2016 16:25:00 GMT+0000 (UTC),439
,Thu Mar 24 2016 06:20:00 GMT+0000 (UTC),302
,Thu Mar 24 2016 14:55:00 GMT+0000 (UTC),458
,Thu Mar 24 2016 21:25:00 GMT+0000 (UTC),337
,Sun Mar 27 2016 12:40:00 GMT+0000 (UTC),166
,Tue Mar 29 2016 06:25:00 GMT+0000 (UTC),287
,Thu Mar 31 2016 08:50:00 GMT+0000 (UTC),270
,Thu Apr 07 2016 19:30:00 GMT+0000 (UTC),117
,Fri Apr 08 2016 09:25:00 GMT+0000 (UTC),104
,Fri Apr 08 2016 11:30:00 GMT+0000 (UTC),155
,Fri Apr 08 2016 13:05:00 GMT+0000 (UTC),192
,Fri Apr 08 2016 14:05:00 GMT+0000 (UTC),179
,Fri Apr 08 2016 15:30:00 GMT+0000 (UTC),273
,Sat Apr 09 2016 03:00:00 GMT+0000 (UTC),408
,Sat Apr 09 2016 04:05:00 GMT+0000 (UTC),351
,Sat Apr 09 2016 05:00:00 GMT+0000 (UTC),301
,Sat Apr 09 2016 07:30:00 GMT+0000 (UTC),72
,Sat Apr 09 2016 16:00:00 GMT+0000 (UTC),332
,Sat Apr 09 2016 22:00:00 GMT+0000 (UTC),91
,Sun Apr 10 2016 02:00:00 GMT+0000 (UTC),263
,Sun Apr 10 2016 13:30:00 GMT+0000 (UTC),172
,Mon Apr 11 2016 10:00:00 GMT+0000 (UTC),197
,Mon Apr 11 2016 12:00:00 GMT+0000 (UTC),186
,Mon Apr 11 2016 18:15:00 GMT+0000 (UTC),160
,Tue Apr 12 2016 16:00:00 GMT+0000 (UTC),149
,Tue Apr 12 2016 23:30:00 GMT+0000 (UTC),67
,Thu Apr 14 2016 00:05:00 GMT+0000 (UTC),339
,Thu Apr 14 2016 01:00:00 GMT+0000 (UTC),345
,Thu Apr 14 2016 17:30:00 GMT+0000 (UTC),456
,Thu Apr 14 2016 19:00:00 GMT+0000 (UTC),341
,Mon Apr 18 2016 16:30:00 GMT+0000 (UTC),499
,Mon Apr 18 2016 18:00:00 GMT+0000 (UTC),360
,Mon Apr 18 2016 19:55:00 GMT+0000 (UTC),408
,Tue Apr 19 2016 00:30:00 GMT+0000 (UTC),318
,Tue Apr 19 2016 01:30:00 GMT+0000 (UTC),589
,Wed Apr 20 2016 02:00:00 GMT+0000 (UTC),361
,Wed Apr 20 2016 11:00:00 GMT+0000 (UTC),346
,Wed Apr 20 2016 12:30:00 GMT+0000 (UTC),346
,Wed Apr 20 2016 19:00:00 GMT+0000 (UTC),270
,Thu Apr 21 2016 10:30:00 GMT+0000 (UTC),293
,Thu Apr 21 2016 12:35:00 GMT+0000 (UTC),212
,Fri Apr 22 2016 00:00:00 GMT+0000 (UTC),398
,Fri Apr 22 2016 10:05:00 GMT+0000 (UTC),268
,Fri Apr 22 2016 11:30:00 GMT+0000 (UTC),270
,Fri Apr 22 2016 12:00:00 GMT+0000 (UTC),270
,Sun Apr 24 2016 13:05:00 GMT+0000 (UTC),166
,Mon Apr 25 2016 02:35:00 GMT+0000 (UTC),410
,Mon Apr 25 2016 04:05:00 GMT+0000 (UTC),474
,Mon Apr 25 2016 06:50:00 GMT+0000 (UTC),336
,Mon Apr 25 2016 07:55:00 GMT+0000 (UTC),318
,Wed Apr 27 2016 13:00:00 GMT+0000 (UTC),319
,Wed Apr 27 2016 20:00:00 GMT+0000 (UTC),498
,Thu Apr 28 2016 10:30:00 GMT+0000 (UTC),306
,Thu Apr 28 2016 11:00:00 GMT+0000 (UTC),304
,Thu Apr 28 2016 21:00:00 GMT+0000 (UTC),357
,Fri Apr 29 2016 00:30:00 GMT+0000 (UTC),395
,Fri Apr 29 2016 04:00:00 GMT+0000 (UTC),941
,Fri Apr 29 2016 05:55:00 GMT+0000 (UTC),326
,Wed May 04 2016 14:20:00 GMT+0000 (UTC),283
,Thu May 05 2016 16:45:00 GMT+0000 (UTC),115
,Fri May 06 2016 04:15:00 GMT+0000 (UTC),170
,Fri May 06 2016 14:45:00 GMT+0000 (UTC),188
,Fri May 06 2016 19:15:00 GMT+0000 (UTC),306
,Sat May 07 2016 00:15:00 GMT+0000 (UTC),115
,Sat May 07 2016 03:15:00 GMT+0000 (UTC),147
,Sat May 07 2016 03:45:00 GMT+0000 (UTC),197
,Sat May 07 2016 05:10:00 GMT+0000 (UTC),243
,Sat May 07 2016 18:15:00 GMT+0000 (UTC),270
,Sun May 08 2016 04:20:00 GMT+0000 (UTC),332
,Mon May 09 2016 03:50:00 GMT+0000 (UTC),316
,Mon May 09 2016 14:10:00 GMT+0000 (UTC),146
,Wed May 11 2016 18:35:00 GMT+0000 (UTC),333
,Wed May 11 2016 21:50:00 GMT+0000 (UTC),143
,Wed May 11 2016 23:20:00 GMT+0000 (UTC),157
,Thu May 12 2016 03:50:00 GMT+0000 (UTC),270
,Thu May 12 2016 04:10:00 GMT+0000 (UTC),270
,Thu May 12 2016 04:50:00 GMT+0000 (UTC),267
,Fri May 13 2016 04:05:00 GMT+0000 (UTC),223
,Fri May 13 2016 18:30:00 GMT+0000 (UTC),342
,Fri May 13 2016 21:00:00 GMT+0000 (UTC),183
,Sat May 14 2016 01:00:00 GMT+0000 (UTC),122
,Sat May 14 2016 18:00:00 GMT+0000 (UTC),445
,Sat May 14 2016 20:00:00 GMT+0000 (UTC),404
,Mon May 16 2016 07:30:00 GMT+0000 (UTC),301
,Mon May 16 2016 20:35:00 GMT+0000 (UTC),306
,Tue May 17 2016 13:00:00 GMT+0000 (UTC),379
,Tue May 17 2016 21:00:00 GMT+0000 (UTC),293
,Wed May 18 2016 03:30:00 GMT+0000 (UTC),332
,Wed May 18 2016 04:30:00 GMT+0000 (UTC),315
,Tue May 24 2016 18:30:00 GMT+0000 (UTC),207
,Tue May 24 2016 23:30:00 GMT+0000 (UTC),293
,Wed May 25 2016 11:00:00 GMT+0000 (UTC),554
,Wed May 25 2016 12:30:00 GMT+0000 (UTC),195
,Thu May 26 2016 08:00:00 GMT+0000 (UTC),473
,Fri May 27 2016 12:30:00 GMT+0000 (UTC),574
,Fri May 27 2016 22:30:00 GMT+0000 (UTC),429
,Sat May 28 2016 16:20:00 GMT+0000 (UTC),313
,Sat May 28 2016 19:00:00 GMT+0000 (UTC),113
,Mon May 30 2016 15:30:00 GMT+0000 (UTC),153
,Mon May 30 2016 16:00:00 GMT+0000 (UTC),153
,Tue May 31 2016 01:00:00 GMT+0000 (UTC),147
,Tue May 31 2016 02:00:00 GMT+0000 (UTC),162
,Tue May 31 2016 13:20:00 GMT+0000 (UTC),302
,Wed Jun 01 2016 10:55:00 GMT+0000 (UTC),210
,Wed Jun 01 2016 12:50:00 GMT+0000 (UTC),297
,Wed Jun 01 2016 16:00:00 GMT+0000 (UTC),283
,Thu Jun 02 2016 01:30:00 GMT+0000 (UTC),197
,Sun Jun 05 2016 12:35:00 GMT+0000 (UTC),187
,Sun Jun 05 2016 16:30:00 GMT+0000 (UTC),188
,Mon Jun 06 2016 01:00:00 GMT+0000 (UTC),179
,Mon Jun 06 2016 13:30:00 GMT+0000 (UTC),165
,Mon Jun 06 2016 14:30:00 GMT+0000 (UTC),213
,Mon Jun 06 2016 15:00:00 GMT+0000 (UTC),213
,Tue Jun 07 2016 06:50:00 GMT+0000 (UTC),227
,Tue Jun 07 2016 08:00:00 GMT+0000 (UTC),189
,Tue Jun 07 2016 09:00:00 GMT+0000 (UTC),226
,Tue Jun 07 2016 17:00:00 GMT+0000 (UTC),140
,Wed Jun 08 2016 01:30:00 GMT+0000 (UTC),130
,Wed Jun 08 2016 04:05:00 GMT+0000 (UTC),210
,Wed Jun 08 2016 13:55:00 GMT+0000 (UTC),243
,Wed Jun 08 2016 16:30:00 GMT+0000 (UTC),246
,Wed Jun 08 2016 19:35:00 GMT+0000 (UTC),312
,Thu Jun 09 2016 09:35:00 GMT+0000 (UTC),157
,Thu Jun 09 2016 11:35:00 GMT+0000 (UTC),960
,Thu Jun 09 2016 12:35:00 GMT+0000 (UTC),605
,Thu Jun 09 2016 20:35:00 GMT+0000 (UTC),230
,Sat Jun 11 2016 07:00:00 GMT+0000 (UTC),121
,Sat Jun 11 2016 14:30:00 GMT+0000 (UTC),870
,Sat Jun 11 2016 18:35:00 GMT+0000 (UTC),315
,Sat Jun 11 2016 21:25:00 GMT+0000 (UTC),117
,Sun Jun 12 2016 05:30:00 GMT+0000 (UTC),207
,Sun Jun 12 2016 09:00:00 GMT+0000 (UTC),305
,Sun Jun 12 2016 23:05:00 GMT+0000 (UTC),213
,Mon Jun 13 2016 05:55:00 GMT+0000 (UTC),246
,Mon Jun 13 2016 12:55:00 GMT+0000 (UTC),520
,Mon Jun 13 2016 18:00:00 GMT+0000 (UTC),105
,Tue Jun 14 2016 10:20:00 GMT+0000 (UTC),312
,Wed Jun 15 2016 01:30:00 GMT+0000 (UTC),321
,Wed Jun 15 2016 14:25:00 GMT+0000 (UTC),294
,Wed Jun 15 2016 18:30:00 GMT+0000 (UTC),92
,Wed Jun 15 2016 19:35:00 GMT+0000 (UTC),253
,Wed Jun 15 2016 23:15:00 GMT+0000 (UTC),190
,Thu Jun 16 2016 08:05:00 GMT+0000 (UTC),52
,Thu Jun 16 2016 21:30:00 GMT+0000 (UTC),90
,Sat Jun 18 2016 08:25:00 GMT+0000 (UTC),115
,Sat Jun 18 2016 20:30:00 GMT+0000 (UTC),109
,Sun Jun 19 2016 02:30:00 GMT+0000 (UTC),126
,Sun Jun 19 2016 03:30:00 GMT+0000 (UTC),95
,Sun Jun 19 2016 11:30:00 GMT+0000 (UTC),100
,Sun Jun 19 2016 16:25:00 GMT+0000 (UTC),76
,Sun Jun 19 2016 20:30:00 GMT+0000 (UTC),68
,Mon Jun 20 2016 00:00:00 GMT+0000 (UTC),66
,Mon Jun 20 2016 03:30:00 GMT+0000 (UTC),131
,Mon Jun 20 2016 11:00:00 GMT+0000 (UTC),100
,Tue Jun 21 2016 08:30:00 GMT+0000 (UTC),86
,Tue Jun 21 2016 12:00:00 GMT+0000 (UTC),85
,Tue Jun 21 2016 14:30:00 GMT+0000 (UTC),92
,Fri Jun 24 2016 13:00:00 GMT+0000 (UTC),262
,Sat Jun 25 2016 00:25:00 GMT+0000 (UTC),174
,Sat Jun 25 2016 01:00:00 GMT+0000 (UTC),188
,Sat Jun 25 2016 03:30:00 GMT+0000 (UTC),180
,Sat Jun 25 2016 04:30:00 GMT+0000 (UTC),203
,Tue Jun 28 2016 10:00:00 GMT+0000 (UTC),131
,Tue Jun 28 2016 17:30:00 GMT+0000 (UTC),118
,Wed Jun 29 2016 12:05:00 GMT+0000 (UTC),88
